Date,Value,Anomaly
201103,1.16,0.79
201104,1.85,1.53
201105,2.32,1.98
201106,-0.38,-0.67
201107,-0.82,-1.2
201108,-1.53,-1.98
201109,-1.58,-2.03
201110,-1.54,-1.97
201111,-1.57,-1.99
201112,-1.89,-2.32
201201,-2.31,-2.79
201202,-2.38,-2.88
201203,-2.72,-3.09
201204,-3.11,-3.43
201205,-3.57,-3.91
201206,-4.12,-4.41
201207,-4.79,-5.17
201208,-5.11,-5.56
201209,-4.99,-5.44
201210,-4.43,-4.86
201211,-5.23,-5.65
201212,-5.27,-5.7
201301,-5.31,-5.79
201302,-4.9,-5.4
201303,-5.18,-5.55
201304,0.58,0.26
201305,0.88,0.54
201306,1.08,0.79
201307,1.73,1.35
201308,1.69,1.24
201309,1.84,1.39
201310,1.85,1.42
201311,1.59,1.17
201312,1.43,1
201401,0.72,0.24
201402,1,0.5
201403,0.81,0.44
201404,1.06,0.74
201405,0.75,0.41
201406,1.33,1.04
201407,1.27,0.89
201408,1.79,1.34
201409,1.67,1.22
201410,1.53,1.1
201411,1.44,1.02
201412,1.42,0.99
201501,-0.15,-0.63
201502,-0.29,-0.79
201503,-1.06,-1.43
201504,0.09,-0.23
201505,1.47,1.13
201506,1.7,1.41
201507,2.23,1.85
201508,1.99,1.54
201509,1.09,0.64
201510,1.38,0.95
201511,2.09,1.67
201512,3.5,3.07
201601,3.6,3.12
201602,-0.31,-0.81
201603,-0.48,-0.85
201604,0.26,-0.06
201605,0.4,0.06
201606,-0.7,-0.99
201607,-0.82,-1.2
201608,-0.09,-0.54
201609,-0.07,-0.52
201610,-0.17,-0.6
201611,-1.18,-1.6
201612,-1.4,-1.83
201701,-0.91,-1.39
201702,-0.92,-1.42
201703,-1.23,-1.6
201704,0.67,0.35
201705,1,0.66
201706,0.94,0.65
201707,0.89,0.51
201708,1.69,1.24
201709,-0.31,-0.76
201710,0.3,-0.13
201711,-0.72,-1.14
201712,-1.54,-1.97
201801,-2.3,-2.78
201802,-1.66,-2.16
201803,-1.66,-2.03
201804,-1.26,-1.58
201805,-1.7,-2.04
201806,-1.64,-1.93
201807,-1.8,-2.18
201808,0.06,-0.39
201809,0.8,0.35
201810,1.92,1.49
201811,2.56,2.14
201812,3.68,3.25
201901,4.16,3.68
201902,5.07,4.57
201903,4.36,3.99
201904,4.42,4.1
201905,5.54,5.2
201906,5.47,5.18
201907,5.22,4.84
201908,4.87,4.42
201909,4,3.55
201910,4.73,4.3
201911,4.35,3.93
201912,4.37,3.94
202001,4.79,4.31
202002,4.68,4.18
202003,-0.12,-0.49
202004,0.08,-0.24
202005,0.18,-0.16
202006,-0.3,-0.59
202007,-0.32,-0.7
202008,-0.85,-1.3
202009,-0.96,-1.41
202010,-0.85,-1.28
202011,-1.53,-1.95
202012,-2.22,-2.65
202101,-2.87,-3.35
202102,-2.89,-3.39
202103,-3.01,-3.38
202104,-3.18,-3.5
202105,-2.78,-3.12
202106,-2.81,-3.1
202107,-2.18,-2.56
202108,-1.55,-2
202109,-1.77,-2.22
202110,-0.94,-1.37
202111,-1.8,-2.22
202112,-2.15,-2.58
202201,-2.82,-3.3
202202,-3,-3.5
202203,-3.2,-3.57
202204,-2.69,-3.01
202205,-2.35,-2.69
202206,-2.82,-3.11
202207,-3.01,-3.39
202208,-2.7,-3.15
202209,-3.43,-3.88
202210,-3.62,-4.05
202211,-3.37,-3.79
202212,-3.06,-3.49
202301,-2.39,-2.87
202302,-2.19,-2.69
202303,-1.54,-1.91
202304,-1.46,-1.78
202305,-1.86,-2.2
202306,-1.75,-2.04
202307,-1.95,-2.33
202308,-1.99,-2.44
202309,-2.5,-2.95
202310,-2.43,-2.86
202311,-3.39,-3.81
202312,-4,-4.43
