Date,Value,Anomaly
201002,22.44,-0.38
201003,32.02,2.03
201004,40.33,1.72
201005,47.75,0.31
201006,58.39,2.77
201007,62.44,1.9
201008,61.27,2.21
201009,53.19,1.29
201010,42.84,1.43
201011,30.81,0.13
201012,22.91,0.31
201101,19.36,-0.39
201102,21.67,-1.15
201103,31.84,1.85
201104,39.72,1.11
201105,47.05,-0.39
201106,56.93,1.31
201107,63.36,2.82
201108,61.65,2.59
201109,52.74,0.84
201110,42.35,0.94
201111,32.4,1.72
201112,25.27,2.67
201201,24.67,4.92
201202,26.96,4.14
201203,37.96,7.97
201204,41.72,3.11
201205,50.23,2.79
201206,56.88,1.26
201207,63.55,3.01
201208,60.21,1.15
201209,52.54,0.64
201210,41.7,0.29
201211,32.09,1.41
201212,26.02,3.42
201301,21.79,2.04
201302,24.08,1.26
201303,29.1,-0.89
201304,37.26,-1.35
201305,48.18,0.74
201306,57.78,2.16
201307,61.99,1.45
201308,60.58,1.52
201309,54.72,2.82
201310,41.54,0.13
201311,30.74,0.06
201312,20.61,-1.99
201401,18.68,-1.07
201402,21.24,-1.58
201403,28.18,-1.81
201404,38.8,0.19
201405,48.45,1.01
201406,57.36,1.74
201407,60.78,0.24
201408,60.26,1.2
201409,54.12,2.22
201410,44.46,3.05
201411,28.22,-2.46
201412,28.26,5.66
201501,22.89,3.14
201502,21.58,-1.24
201503,33.03,3.04
201504,40.62,2.01
201505,49.12,1.68
201506,59.07,3.45
201507,61.84,1.3
201508,60.1,1.04
201509,55.74,3.84
201510,45.37,3.96
201511,33.96,3.28
201512,29.25,6.65
201601,22.59,2.84
201602,28.11,5.29
201603,35.51,5.52
201604,40.8,2.19
201605,48.15,0.71
201606,58.6,2.98
201607,62.53,1.99
201608,61.23,2.17
201609,54.84,2.94
201610,45.55,4.14
201611,36.36,5.68
201612,23.27,0.67
201701,24.35,4.6
201702,30.2,7.38
201703,34.48,4.49
201704,41.68,3.07
201705,47.86,0.42
201706,57.45,1.83
201707,62.85,2.31
201708,59.76,0.7
201709,53.76,1.86
201710,42.93,1.52
201711,33.87,3.19
201712,23.74,1.14
201801,21.16,1.41
201802,24.37,1.55
201803,31.44,1.45
201804,36.19,-2.42
201805,52.61,5.17
201806,58.93,3.31
201807,62.67,2.13
201808,61.05,1.99
201809,55.71,3.81
201810,43.03,1.62
201811,29.86,-0.82
201812,26.26,3.66
201901,22.84,3.09
201902,21.96,-0.86
201903,29.19,-0.8
201904,40.82,2.21
201905,48.11,0.67
201906,56.23,0.61
201907,62.13,1.59
201908,61.12,2.06
201909,56.26,4.36
201910,39.88,-1.53
201911,29.89,-0.79
201912,26.78,4.18
202001,26.02,6.27
202002,25.21,2.39
202003,35.44,5.45
202004,38.12,-0.49
202005,48.4,0.96
202006,57.51,1.89
202007,62.89,2.35
202008,61.56,2.5
202009,52.99,1.09
202010,41.59,0.18
202011,34.3,3.62
202012,24.82,2.22
202101,25.2,5.45
202102,20.41,-2.41
202103,33.15,3.16
202104,38.84,0.23
202105,47.8,0.36
202106,59.58,3.96
202107,63.19,2.65
202108,61.63,2.57
202109,54.48,2.58
202110,45.37,3.96
202111,33.28,2.6
202112,28.74,6.14
202201,19.42,-0.33
202202,21.04,-1.78
202203,31.41,1.42
202204,38.08,-0.53
202205,49.37,1.93
202206,57.85,2.23
202207,63.57,3.03
202208,62.26,3.2
202209,54.84,2.94
202210,41.81,0.4
202211,30,-0.68
202212,23.65,1.05
202301,25.83,6.08
202302,25.12,2.3
202303,29.7,-0.29
202304,38.44,-0.17
202305,49.71,2.27
202306,56.41,0.79
202307,62.62,2.08
202308,61.81,2.75
202309,55.06,3.16
202310,44.01,2.6
202311,32.86,2.18
202312,29.84,7.24
